objectid,filename,format,title,title_ar,script_en,script_ar,description,description_ar,creator,creator_ar,date,date_note,subject,subject_ar,material,material_ar,technique,technique_ar,content_en,content_ar,dimensions,language,type,inscription,piece_number,sort_order,source_file,additional_files,instagram,file_matched
wd-050,50WD_43x32.JPG,image/jpeg,Your Lord said: Call upon Me; I will respond to you,وقال ربكم ادعوني أستجب لكم,Thuluth,خط الثلث,Inlaid wood. The inscription “Your Lord said: Call upon Me; I will respond to you” is written in Thuluth. Dated 1995. Dimensions: 43 × 32 cm.,خشب مطعم. نقش «وقال ربكم ادعوني أستجب لكم» مكتوب بخط الثلث. أُنجز عام ١٩٩٥. المقاس: 43 × 32 سم.,Muhammed Saied Kalash,محمد سعيد كلش,1995,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,43 × 32 cm,ara; eng,Image;StillImage,وقال ربكم ادعوني استجيب لكم,50,36,wood works/50WD_43x32.JPG,,no,yes
wd-051,51WD_29x39.JPG,image/jpeg,"My Lord, increase me in knowledge",وقل ربي زدني علماً,Foliated Kufic,كوفي مزهر,"Inlaid wood. The inscription “My Lord, increase me in knowledge” is written in Foliated Kufic. Dimensions: 29 × 39 cm.",خشب مطعم. نقش «وقل ربي زدني علماً» مكتوب بالكوفي المزهر. المقاس: 29 × 39 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Foliated Kufic,خشب؛ خط؛ خط عربي؛ كوفي مزهر,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,29 × 39 cm,ara; eng,Image;StillImage,وقل ربي زدني علما,51,37,wood works/51WD_29x39.JPG,,no,yes
wd-052,52WD_68x43.JPG,image/jpeg,"In the name of God, the Most Gracious, the Most Merciful",بسم الله الرحمن الرحيم,Geometric Kufic,كوفي هندسي,"Inlaid wood. The inscription “In the name of God, the Most Gracious, the Most Merciful” is written in Geometric Kufic. Dimensions: 68 × 43 cm.",خشب مطعم. نقش «بسم الله الرحمن الرحيم» مكتوب بالكوفي الهندسي. المقاس: 68 × 43 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Geometric Kufic,خشب؛ خط؛ خط عربي؛ كوفي هندسي,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,68 × 43 cm,ara; eng,Image;StillImage,بسم الله الرحمن الرحيم,52,38,wood works/52WD_68x43.JPG,,no,yes
wd-053,53WD_76x34.JPG,image/jpeg,God is kind to His servants,الله لطيف بعباده,Kufic,كوفي,Inlaid wood. The inscription “God is kind to His servants” is written in Kufic. Dated 1990. Dimensions: 76 × 34 cm.,خشب مطعم. نقش «الله لطيف بعباده» مكتوب بالكوفي. أُنجز عام ١٩٩٠. المقاس: 76 × 34 سم.,Muhammed Saied Kalash,محمد سعيد كلش,1990,,Wood; Text; Calligraphy; Kufic,خشب؛ خط؛ خط عربي؛ كوفي,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,76 × 34 cm,ara; eng,Image;StillImage,الله لطيف بعباده,53,39,wood works/53WD_76x34.JPG,,no,yes
wd-055,55WD_78D.JPG,image/jpeg,"Your Lord has decreed that you worship none but Him, and that you be kind to parents",وقضى ربك ألا تعبدوا إلا إياه وبالوالدين إحساناً,Thuluth,خط الثلث,"Inlaid wood. The inscription “Your Lord has decreed that you worship none but Him, and that you be kind to parents” is written in Thuluth. Dated 2009. Dimensions: 78 cm Ø.",خشب مطعم. نقش «وقضى ربك ألا تعبدوا إلا إياه وبالوالدين إحساناً» مكتوب بخط الثلث. أُنجز عام ٢٠٠٩. المقاس: 78 سم Ø.,Muhammed Saied Kalash,محمد سعيد كلش,2009,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,78 cm Ø,ara; eng,Image;StillImage,وقضى ربك الا تعبدوا الا اياه وبالوالدي احسانا,55,40,wood works/55WD_78D.JPG,,no,yes
wd-056,56WD_78D.JPG,image/jpeg,"Your Lord has decreed that you worship none but Him, and that you be kind to parents",وقضى ربك ألا تعبدوا إلا إياه وبالوالدين إحساناً,Thuluth,خط الثلث,"Inlaid wood. The inscription “Your Lord has decreed that you worship none but Him, and that you be kind to parents” is written in Thuluth. Dated 2009. Dimensions: 78 cm Ø.",خشب مطعم. نقش «وقضى ربك ألا تعبدوا إلا إياه وبالوالدين إحساناً» مكتوب بخط الثلث. أُنجز عام ٢٠٠٩. المقاس: 78 سم Ø.,Muhammed Saied Kalash,محمد سعيد كلش,2009,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,78 cm Ø,ara; eng,Image;StillImage,وقضى ربك الا تعبدوا الا اياه وبالوالدي احسانا,56,41,wood works/56WD_78D.JPG,,no,yes
wd-057,57WD_75D.JPG,image/jpeg,"My Lord, expand for me my breast and ease my task",ربِّ اشرح لي صدري ويسر لي أمري,Thuluth,خط الثلث,"Inlaid wood. The inscription “My Lord, expand for me my breast and ease my task” is written in Thuluth. Dimensions: 75 cm Ø.",خشب مطعم. نقش «ربِّ اشرح لي صدري ويسر لي أمري» مكتوب بخط الثلث. المقاس: 75 سم Ø.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,75 cm Ø,ara; eng,Image;StillImage,ربي اشرح لي صدري ويسر لي امري,57,42,wood works/57WD_75D.JPG,,no,yes
wd-058,58WD_79D.JPG,image/jpeg,Dominion belongs to God; might belongs to God,الملك لله، العزة لله,Geometric Kufic,كوفي هندسي,Inlaid wood. The inscription “Dominion belongs to God; might belongs to God” is written in Geometric Kufic. Dated 2009. Dimensions: 79 cm Ø.,خشب مطعم. نقش «الملك لله، العزة لله» مكتوب بالكوفي الهندسي. أُنجز عام ٢٠٠٩. المقاس: 79 سم Ø.,Muhammed Saied Kalash,محمد سعيد كلش,2009,,Wood; Text; Calligraphy; Geometric Kufic,خشب؛ خط؛ خط عربي؛ كوفي هندسي,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,79 cm Ø,ara; eng,Image;StillImage,الملك لله العزة لله,58,43,wood works/58WD_79D.JPG,,no,yes
wd-059,59WD_79D.JPG,image/jpeg,Surah Al-Ikhlas,قل هو الله أحد، الله الصمد، لم يلد ولم يولد ولم يكن له كفواً أحد,Thuluth,خط الثلث,Inlaid wood. The inscription “Surah Al-Ikhlas” is written in Thuluth. Dimensions: 79 cm Ø. Full inscription is given in Arabic.,خشب مطعم. نقش «قل هو الله أحد، الله الصمد، لم يلد ولم يولد ولم يكن له كفواً أحد» مكتوب بخط الثلث. المقاس: 79 سم Ø. النص الكامل: قل هو الله احد الله الصمد لم يلد ولم يولد ولم يكن له كفوا احد,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,79 cm Ø,ara; eng,Image;StillImage,قل هو الله احد الله الصمد لم يلد ولم يولد ولم يكن له كفوا احد,59,44,wood works/59WD_79D.JPG,,no,yes
wd-064,64WD_80D.JPG,image/jpeg,"Our Lord, do not let our hearts deviate after You have guided us, and grant us mercy from Yourself; You are the Bestower",ربنا لا تزغ قلوبنا بعد إذ هديتنا وهب لنا من لدنك رحمة إنك أنت الوهاب,Foliated Kufic,كوفي مزهر,"Inlaid wood. The inscription “Our Lord, do not let our hearts deviate after You have guided us, and grant us mercy from Yourself; You are the Bestower” is written in Foliated Kufic. Dimensions: 80 cm Ø.",خشب مطعم. نقش «ربنا لا تزغ قلوبنا بعد إذ هديتنا وهب لنا من لدنك رحمة إنك أنت الوهاب» مكتوب بالكوفي المزهر. المقاس: 80 سم Ø.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Foliated Kufic,خشب؛ خط؛ خط عربي؛ كوفي مزهر,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,80 cm Ø,ara; eng,Image;StillImage,ربنا لاتزغ قلوبنا بعد إذ هديتنا وهب لنا من لدنك رحمة انك انت الوهاب,64,45,wood works/64WD_80D.JPG,,no,yes
wd-065,65WD_80D.JPG,image/jpeg,Surah Al-Ikhlas,سورة الإخلاص,Thuluth,خط الثلث,Inlaid wood. The inscription “Surah Al-Ikhlas” is written in Thuluth. Dimensions: 80 cm Ø.,خشب مطعم. نقش «سورة الإخلاص» مكتوب بخط الثلث. المقاس: 80 سم Ø.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,80 cm Ø,ara; eng,Image;StillImage,سورة الاخلاص,65,46,wood works/65WD_80D.JPG,,no,yes
wd-066,66WD_50x70.JPG,image/jpeg,Patience,صبراً,Thuluth,خط الثلث,Inlaid wood. The inscription “Patience” is written in Thuluth. Dimensions: 50 × 70 cm.,خشب مطعم. نقش «صبراً» مكتوب بخط الثلث. المقاس: 50 × 70 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,50 × 70 cm,ara; eng,Image;StillImage,صبرا,66,47,wood works/66WD_50x70.JPG,,no,yes
wd-067,67WD_50x70.JPG,image/jpeg,Patience,صبراً,Thuluth,خط الثلث,Inlaid wood. The inscription “Patience” is written in Thuluth. Dimensions: 50 × 70 cm.,خشب مطعم. نقش «صبراً» مكتوب بخط الثلث. المقاس: 50 × 70 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,50 × 70 cm,ara; eng,Image;StillImage,صبرا,67,48,wood works/67WD_50x70.JPG,,yes,yes
wd-068,68WD_79D.JPG,image/jpeg,Allah,الله,Thuluth,خط الثلث,Inlaid wood. The inscription “Allah” is written in Thuluth. Dimensions: 79 cm Ø.,خشب مطعم. نقش «الله» مكتوب بخط الثلث. المقاس: 79 سم Ø.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,79 cm Ø,ara; eng,Image;StillImage,الله,68,49,wood works/68WD_79D.JPG,,yes,yes
wd-069,69WD_30x40.JPG,image/jpeg,"Say: He is God, One (Al-Ikhlas)",قل هو الله أحد,Thuluth,خط الثلث,"Inlaid wood. The inscription “Say: He is God, One (Al-Ikhlas)” is written in Thuluth. Dimensions: 30 × 40 cm.",خشب مطعم. نقش «قل هو الله أحد» مكتوب بخط الثلث. المقاس: 30 × 40 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,30 × 40 cm,ara; eng,Image;StillImage,قل هو الله احد,69,50,wood works/69WD_30x40.JPG,,no,yes
wd-070,70WD_32x41.JPG,image/jpeg,This is from the grace of my Lord,هذا من فضل ربي,Foliated Kufic,كوفي مزهر,Inlaid wood. The inscription “This is from the grace of my Lord” is written in Foliated Kufic. Dated 2011. Dimensions: 32 × 42 cm.,خشب مطعم. نقش «هذا من فضل ربي» مكتوب بالكوفي المزهر. أُنجز عام ٢٠١١. المقاس: 32 × 42 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2011,,Wood; Text; Calligraphy; Foliated Kufic,خشب؛ خط؛ خط عربي؛ كوفي مزهر,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,32 × 42 cm,ara; eng,Image;StillImage,هذا من فضل ربي,70,51,wood works/70WD_32x41.JPG,,no,yes
wd-071,71WD_87x42.JPG,image/jpeg,"And say: Act, for God will see your deeds, and His Messenger and the believers (At-Tawbah 105)",وقل اعملوا فسيرى الله عملكم ورسوله والمؤمنون,Thuluth,خط الثلث,"Inlaid wood. The inscription “And say: Act, for God will see your deeds, and His Messenger and the believers (At-Tawbah 105)” is written in Thuluth. Dimensions: 87 × 42 cm.",خشب مطعم. نقش «وقل اعملوا فسيرى الله عملكم ورسوله والمؤمنون» مكتوب بخط الثلث. المقاس: 87 × 42 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,87 × 42 cm,ara; eng,Image;StillImage,وقل اعملوا فسيرى الله عملكم ورسوله والمؤمنين,71,52,wood works/71WD_87x42.JPG,,no,yes
wd-072,72WD_93x50.JPG,image/jpeg,Remember God,اذكروا الله,Square Kufic,كوفي مربّع,Inlaid wood. The inscription “Remember God” is written in Square Kufic. Dimensions: 93 × 50 cm.,خشب مطعم. نقش «اذكروا الله» مكتوب بالكوفي المربّع. المقاس: 93 × 50 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Square Kufic,خشب؛ خط؛ خط عربي؛ كوفي مربّع,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,93 × 50 cm,ara; eng,Image;StillImage,اذكروا الله,72,53,wood works/72WD_93x50.JPG,,no,yes
wd-077,77WD_80X80.JPG,image/jpeg,"Our Lord, we have believed, so forgive us and have mercy on us; You are the best of the merciful",ربنا آمنا فاغفر لنا وارحمنا أنت خير الراحمين,Thuluth,خط الثلث,"Inlaid wood. The inscription “Our Lord, we have believed, so forgive us and have mercy on us; You are the best of the merciful” is written in Thuluth. Dimensions: 80 × 80 cm.",خشب مطعم. نقش «ربنا آمنا فاغفر لنا وارحمنا أنت خير الراحمين» مكتوب بخط الثلث. المقاس: 80 × 80 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,80 × 80 cm,ara; eng,Image;StillImage,ربنا آمنا فاغفر لنا وارحمنا انت خير الرحمين,77,54,wood works/77WD_80X80.JPG,,no,yes
wd-078,78WD_79D.JPG,image/jpeg,Allah,الله,Thuluth,خط الثلث,Inlaid wood. The inscription “Allah” is written in Thuluth. Dated 2008. Dimensions: 79 cm Ø.,خشب مطعم. نقش «الله» مكتوب بخط الثلث. أُنجز عام ٢٠٠٨. المقاس: 79 سم Ø.,Muhammed Saied Kalash,محمد سعيد كلش,2008,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,79 cm Ø,ara; eng,Image;StillImage,الله,78,55,wood works/78WD_79D.JPG,,no,yes
wd-079,79WD_82D.JPG,image/jpeg,Surah Al-Ikhlas,سورة الإخلاص,Thuluth,خط الثلث,Inlaid wood. The inscription “Surah Al-Ikhlas” is written in Thuluth. Dated 2000. Dimensions: 82 cm Ø.,خشب مطعم. نقش «سورة الإخلاص» مكتوب بخط الثلث. أُنجز عام ٢٠٠٠. المقاس: 82 سم Ø.,Muhammed Saied Kalash,محمد سعيد كلش,2000,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,82 cm Ø,ara; eng,Image;StillImage,سورة الاخلاص,79,56,wood works/79WD_82D.JPG,,no,yes
wd-080,80WD_79D.JPG,image/jpeg,Surah Al-Ikhlas,سورة الإخلاص,Thuluth,خط الثلث,Inlaid wood. The inscription “Surah Al-Ikhlas” is written in Thuluth. Dimensions: 79 cm Ø.,خشب مطعم. نقش «سورة الإخلاص» مكتوب بخط الثلث. المقاس: 79 سم Ø.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,79 cm Ø,ara; eng,Image;StillImage,سورة الاخلاص,80,57,wood works/80WD_79D.JPG,,no,yes
wd-083,83WD_91x29.JPG,image/jpeg,A person must strive; success is not required of him,على المرء أن يسعى وليس عليه إدراك النجاح,Thuluth,خط الثلث,Inlaid wood. The inscription “A person must strive; success is not required of him” is written in Thuluth. Dimensions: 91 × 29 cm.,خشب مطعم. نقش «على المرء أن يسعى وليس عليه إدراك النجاح» مكتوب بخط الثلث. المقاس: 91 × 29 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,91 × 29 cm,ara; eng,Image;StillImage,علئ المرء أن يسعى وليس عليه إدراك النجاح,83,58,wood works/83WD_91x29.JPG,,no,yes
